term,contrast,null.value,odds.ratio,std.error,df,null,statistic,p.value
gaze*talk,Gaze AND Talk vs. Just Gaze,0,1.17922437321468,0.240756557613792,Inf,1,0.807468299443126,0.419396731133342
gaze*talk,Gaze AND Talk vs. Just Talk,0,0.784719251717244,0.150996405014996,Inf,1,-1.25989034256138,0.207708923055005
gaze*talk,Gaze AND Talk vs. Nothing,0,0.395893302493069,0.0737713066833726,Inf,1,-4.97265026419534,6.60437436711509e-07
