Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(conditionHumans-conditionChairs) < 0,-7.05380304871105,1.56571485178112,-9.85679263737033,-4.72807901501766,Inf,1,*
