effect,term,estimate,std.error,statistic,df,p.value
fixed,(Intercept),763.70294902968,91.7023669648409,8.32806147002168,15.9282992230998,3.38862665141696e-07
fixed,pedestrian_genderWoman,55.9564650083631,123.110849260462,0.454520989372574,36.6576682430165,0.652134050397782
