term,estimate,std.error,statistic,p.value
(Intercept),769.687938727437,86.159207534969,8.93332193677673,7.12127327853636e-11
pedestrian_genderWoman,33.7459487482844,121.847519819271,0.276952282642582,0.783317746448057
