gaze,type_of_interaction,prob,std.error,df,null,statistic,p.value
FALSE,Mural,0.41551560550914,0.0886280601299578,Inf,0.5,-0.934997934519162,0.349789363878498
TRUE,Mural,0.381559193994788,0.0829772925637872,Inf,0.5,-1.37337745689896,0.169635034190005
FALSE,Sign,0.109089384408892,0.031530426712437,Inf,0.5,-6.47324277352562,9.59216444277253e-11
TRUE,Sign,0.026285080117424,0.00946859784656262,Inf,0.5,-9.76376409968669,1.61063751739178e-22
