breach,sync_frame,participant_id,date,condition,pedestrian_gender,x,y,rts_x,rts_y,rts_distance_to_wall_middle,rts_orients_away,rts_distance_to_obstructing_actor
1,7070,1,2023-04-06,Baseline,Woman,671.145080566406,1240.54748535156,671.261186521592,1248.54648874076,,0,
1,7071,1,2023-04-06,Baseline,Woman,658.439636230469,1232.85913085938,668.762255103275,1243.66105562809,,0,
1,7072,1,2023-04-06,Baseline,Woman,673.955200195313,1254.6064453125,666.281619019009,1238.78555859153,,0,
1,7073,1,2023-04-06,Baseline,Woman,672.914794921875,1256.8046875,663.817413130181,1233.92093935002,,0,
1,7074,1,2023-04-06,Baseline,Woman,649.79248046875,1211.31298828125,661.367653871334,1229.06767913173,,0,
1,7075,1,2023-04-06,Baseline,Woman,647.964538574219,1201.19506835938,658.93025009938,1224.22578902521,,0,
1,7076,1,2023-04-06,Baseline,Woman,643.30126953125,1190.72680664063,656.503009531331,1219.39478680159,,0,
1,7077,1,2023-04-06,Baseline,Woman,655.437927246094,1203.71008300781,654.083652903853,1214.57368474195,,0,
1,7078,1,2023-04-06,Baseline,Woman,654.659423828125,1207.56872558594,651.669842548967,1209.76100600902,,0,
1,7079,1,2023-04-06,Baseline,Woman,654.734252929688,1210.3974609375,649.259222085463,1204.95482917646,,0,
1,7080,1,2023-04-06,Baseline,Woman,652.125671386719,1206.14013671875,646.849458426249,1200.15284898887,,0,
1,7081,1,2023-04-06,Baseline,Woman,641.276123046875,1173.4931640625,644.438279832467,1195.35244014809,,0,
1,7082,1,2023-04-06,Baseline,Woman,639.54052734375,1175.76293945313,642.023508036789,1190.55071656866,,0,
1,7083,1,2023-04-06,Baseline,Woman,643.451477050781,1190.19128417969,639.603086395941,1185.7445920042,,0,
1,7084,1,2023-04-06,Baseline,Woman,641.795349121094,1185.91259765625,637.175109133066,1180.93085688347,,0,
1,7085,1,2023-04-06,Baseline,Woman,636.425476074219,1172.17785644531,634.737851900993,1176.10626964882,,0,
1,7086,1,2023-04-06,Baseline,Woman,638.866760253906,1182.62060546875,632.289799310307,1171.26764837647,,0,
1,7087,1,2023-04-06,Baseline,Woman,638.368347167969,1185.48034667969,629.829667896773,1166.4119591615,,0,
1,7088,1,2023-04-06,Baseline,Woman,634.163696289063,1172.22692871094,627.35642459109,1161.5364018864,,0,
1,7089,1,2023-04-06,Baseline,Woman,630.6376953125,1176.08337402344,624.869297972525,1156.63848430865,,0,
1,7090,1,2023-04-06,Baseline,Woman,621.002807617188,1148.46850585938,622.367780120823,1151.7160775742,,0,
1,7091,1,2023-04-06,Baseline,Woman,617.146301269531,1141.15649414063,619.851619850332,1146.76745324505,,0,
1,7092,1,2023-04-06,Baseline,Woman,615.692687988281,1141.51086425781,617.320810703669,1141.79130602662,,0,
1,7093,1,2023-04-06,Baseline,Woman,614.395141601563,1145.18359375,614.775578842564,1136.78677422997,,0,
1,7094,1,2023-04-06,Baseline,Woman,609.745178222656,1135.38610839844,612.216373532449,1131.75346478663,,0,
1,7095,1,2023-04-06,Baseline,Woman,610.361206054688,1137.84973144531,609.64385958446,1126.69147757652,,0,
1,7096,1,2023-04-06,Baseline,Woman,605.733581542969,1122.64660644531,607.058911297486,1121.60142353817,,0,
1,7097,1,2023-04-06,Baseline,Woman,604.582153320313,1120.41967773438,604.462607821681,1116.48443450098,,0,
1,7098,1,2023-04-06,Baseline,Woman,602.275146484375,1110.11950683594,601.856229250918,1111.34216468592,,0,
1,7099,1,2023-04-06,Baseline,Woman,601.466979980469,1110.36206054687,599.241253275062,1106.17678690251,,0,
1,7100,1,2023-04-06,Baseline,Woman,602.047424316406,1114.07739257813,596.619352038196,1100.99098637151,,0,
1,7101,1,2023-04-06,Baseline,Woman,599.006103515625,1109.60693359375,593.992388014416,1095.78795279596,,0,
1,7102,1,2023-04-06,Baseline,Woman,596.203063964844,1108.05895996094,591.362406705087,1090.57136618701,,0,
1,7103,1,2023-04-06,Baseline,Woman,588.486755371094,1101.01208496094,588.731623751044,1085.34536905496,,0,
1,7104,1,2023-04-06,Baseline,Woman,585.440063476563,1092.13610839844,586.102405780547,1080.11452063355,,0,
1,7105,1,2023-04-06,Baseline,Woman,584.887512207031,1082.46594238281,583.477246797308,1074.88373120899,,0,
1,7106,1,2023-04-06,Baseline,Woman,582.909606933594,1075.07836914062,580.858743430068,1069.65817767034,,0,
1,7107,1,2023-04-06,Baseline,Woman,581.486633300781,1067.8984375,578.249570231339,1064.44320446361,,0,
1,7108,1,2023-04-06,Baseline,Woman,579.729736328125,1061.40991210938,575.65245367705,1059.24421448222,,0,
1,7109,1,2023-04-06,Baseline,Woman,576.865173339844,1056.20581054688,573.070143465877,1054.06655320498,,0,
1,7110,1,2023-04-06,Baseline,Woman,571.114196777344,1043.4462890625,570.505379928973,1048.91538835997,,0,
1,7111,1,2023-04-06,Baseline,Woman,552.334167480469,986.960571289062,567.960856752464,1043.79558652481,,0,
1,7112,1,2023-04-06,Baseline,Woman,549.755920410156,979.519653320312,565.439179911002,1038.71158942602,,0,
1,7113,1,2023-04-06,Baseline,Woman,555.720031738281,1007.60711669922,562.942829877259,1033.66731049574,,0,
1,7114,1,2023-04-06,Baseline,Woman,558.561218261719,1017.64959716797,560.474138130125,1028.6660864689,,0,
1,7115,1,2023-04-06,Baseline,Woman,556.570068359375,1016.73663330078,558.035280396243,1023.7106911036,,0,
1,7116,1,2023-04-06,Baseline,Woman,561.372802734375,1037.12902832031,555.628279780981,1018.80338665724,,0,
1,7117,1,2023-04-06,Baseline,Woman,555.784973144531,1019.25238037109,553.255013761704,1013.94599235877,,0,
1,7118,1,2023-04-06,Baseline,Woman,552.924255371094,1011.38507080078,550.917220902904,1009.13995492996,,0,
1,7119,1,2023-04-06,Baseline,Woman,551.461547851563,1012.31231689453,548.616503696705,1004.38640830928,,0,
1,7120,1,2023-04-06,Baseline,Woman,548.629638671875,1010.08020019531,546.3543274492,999.686223751201,,0,
1,7121,1,2023-04-06,Baseline,Woman,542.325561523438,995.386657714844,544.132016268937,995.040054455638,,0,
1,7122,1,2023-04-06,Baseline,Woman,538.917541503906,989.478759765625,541.950745977489,990.448371403839,,0,
1,7123,1,2023-04-06,Baseline,Woman,538.169616699219,993.074523925781,539.811535294954,985.911490225037,,0,
1,7124,1,2023-04-06,Baseline,Woman,538.057250976563,995.660278320313,537.715238374476,981.429594940378,,0,
1,7125,1,2023-04-06,Baseline,Woman,533.438110351563,977.542358398438,535.662540273422,977.002759987591,,0,
1,7126,1,2023-04-06,Baseline,Woman,531.296569824219,968.056762695313,533.653954268704,972.6309637311,,0,
1,7127,1,2023-04-06,Baseline,Woman,531.0546875,966.804077148437,531.689820154304,968.314090810425,,0,
1,7128,1,2023-04-06,Baseline,Woman,528.56298828125,959.517517089844,529.770304533925,964.05193117508,,0,
1,7129,1,2023-04-06,Baseline,Woman,527.446472167969,959.865234375,527.895403451409,959.844182242582,,0,
1,7130,1,2023-04-06,Baseline,Woman,525.850402832031,956.256530761719,526.064946513412,955.690454799859,,0,
1,7131,1,2023-04-06,Baseline,Woman,524.530822753906,954.436828613281,524.278602091945,951.590282163232,,0,
1,7132,1,2023-04-06,Baseline,Woman,526.050842285156,965.719116210938,522.535883242859,947.543130550206,,0,
1,7133,1,2023-04-06,Baseline,Woman,523.597717285156,961.465576171875,520.83615381749,943.548408216767,,0,
1,7134,1,2023-04-06,Baseline,Woman,521.478759765625,954.966369628906,519.178633399962,939.605467052959,,0,
1,7135,1,2023-04-06,Baseline,Woman,518.196594238281,943.953552246094,517.562399144578,935.713586550169,,0,
1,7136,1,2023-04-06,Baseline,Woman,515.575988769531,933.768798828125,515.986384113769,931.871936357544,,0,
1,7137,1,2023-04-06,Baseline,Woman,514.53515625,930.514770507813,514.449373148135,928.079521283168,,0,
1,7138,1,2023-04-06,Baseline,Woman,511.679473876953,918.539794921875,512.949997761755,924.335115882379,,0,
1,7139,1,2023-04-06,Baseline,Woman,504.56005859375,888.020385742188,511.486731068619,920.637194580364,,0,
1,7140,1,2023-04-06,Baseline,Woman,503.324554443359,887.211181640625,510.057883174904,916.983861494735,,0,
1,7141,1,2023-04-06,Baseline,Woman,502.023529052734,886.264404296875,508.661599466907,913.372793150767,,0,
1,7142,1,2023-04-06,Baseline,Woman,503.268341064453,889.546081542969,507.295865645037,909.801212308242,,0,
1,7143,1,2023-04-06,Baseline,Woman,502.300384521484,885.440856933594,505.958521100818,906.265898600196,,0,
1,7144,1,2023-04-06,Baseline,Woman,503.082305908203,890.562377929687,504.647279712733,902.763231345919,,0,
1,7145,1,2023-04-06,Baseline,Woman,504.351013183594,896.330139160156,503.35975630602,899.289259661395,,0,
1,7146,1,2023-04-06,Baseline,Woman,503.869293212891,894.974060058594,502.09349709667,895.839795441979,,0,
1,7147,1,2023-04-06,Baseline,Woman,503.768798828125,898.992858886719,500.84601192456,892.410521217262,,0,
1,7148,1,2023-04-06,Baseline,Woman,504.101745605469,907.379760742188,499.614805809636,888.997103865449,,0,
1,7149,1,2023-04-06,Baseline,Woman,503.276763916016,907.644775390625,498.397408203886,885.595307743861,,0,
1,7150,1,2023-04-06,Baseline,Woman,500.618408203125,896.324157714844,497.191398506176,882.201098349818,,0,
1,7151,1,2023-04-06,Baseline,Woman,496.720764160156,886.469299316406,495.994426399312,878.81072579721,,0,
1,7152,1,2023-04-06,Baseline,Woman,494.148498535156,880.436279296875,494.804226732561,875.420784649677,,0,
1,7153,1,2023-04-06,Baseline,Woman,493.298583984375,879.925598144531,493.618630558599,872.028255866686,,0,
1,7154,1,2023-04-06,Baseline,Woman,492.727325439453,880.110778808594,492.435574866758,868.630538115138,,0,
1,7155,1,2023-04-06,Baseline,Woman,492.817047119141,878.69384765625,491.253112595644,865.225471183789,,0,
1,7156,1,2023-04-06,Baseline,Woman,491.996124267578,871.293334960938,490.06942295566,861.81134943148,,0,
1,7157,1,2023-04-06,Baseline,Woman,489.420623779297,859.21826171875,488.882821187517,858.386921554446,,0,
1,7158,1,2023-04-06,Baseline,Woman,488.183532714844,853.56591796875,487.691766670645,854.951375569997,,0,
1,7159,1,2023-04-06,Baseline,Woman,486.796173095703,850.026794433594,486.494869193595,851.504313533616,,0,
1,7160,1,2023-04-06,Baseline,Woman,485.2685546875,848.524658203125,485.290894146034,848.045723243963,,0,
1,7161,1,2023-04-06,Baseline,Woman,488.636077880859,855.9072265625,484.078767148186,844.575951002537,,0,
1,7162,1,2023-04-06,Baseline,Woman,488.074859619141,856.661437988281,482.857578349402,841.095675565177,,0,
1,7163,1,2023-04-06,Baseline,Woman,486.902496337891,854.793395996094,481.626585240951,837.605878756641,,0,
1,7164,1,2023-04-06,Baseline,Woman,483.381042480469,844.102722167969,480.385211052272,834.107804138505,,0,
1,7165,1,2023-04-06,Baseline,Woman,483.555419921875,845.167419433594,479.133036891746,830.602897266467,,0,
1,7166,1,2023-04-06,Baseline,Woman,476.787567138672,818.210021972656,477.869788095812,827.092727448976,,0,
1,7167,1,2023-04-06,Baseline,Woman,474.285919189453,808.802062988281,476.595315735512,823.578893536147,,0,
1,7168,1,2023-04-06,Baseline,Woman,474.277130126953,811.395629882813,475.30957480254,820.062920374952,,0,
1,7169,1,2023-04-06,Baseline,Woman,473.382080078125,808.423400878906,474.012602411186,816.546160813094,,0,
1,7170,1,2023-04-06,Baseline,Woman,471.376617431641,802.762939453125,472.704498078492,813.029712241038,,0,
1,7171,1,2023-04-06,Baseline,Woman,467.408325195313,791.020446777344,471.385405549115,809.51434555201,,0,
1,7172,1,2023-04-06,Baseline,Woman,464.441345214844,781.405883789063,470.055495737889,806.000444959879,,0,
1,7173,1,2023-04-06,Baseline,Woman,464.274505615234,779.598266601563,468.714951914169,802.487962369579,,0,
1,7174,1,2023-04-06,Baseline,Woman,465.026763916016,784.251098632813,467.363959483765,798.976393923184,,0,
1,7175,1,2023-04-06,Baseline,Woman,465.456604003906,786.275329589844,466.002701834405,795.464784500531,,0,
1,7176,1,2023-04-06,Baseline,Woman,465.036346435547,784.934265136719,464.631361376326,791.951758485035,,0,
1,7177,1,2023-04-06,Baseline,Woman,465.563507080078,788.4267578125,463.250123564643,788.435569520174,,0,
1,7178,1,2023-04-06,Baseline,Woman,465.103942871094,791.359313964844,461.859181855177,784.914162649208,,0,
1,7179,1,2023-04-06,Baseline,Woman,465.087371826172,794.689270019531,460.458741864825,781.385243625656,,0,
1,7180,1,2023-04-06,Baseline,Woman,462.685424804688,789.97705078125,459.04902297746,777.846348405862,,0,
1,7181,1,2023-04-06,Baseline,Woman,459.485412597656,783.8212890625,457.630255804292,774.294904559614,,0,
1,7182,1,2023-04-06,Baseline,Woman,456.699188232422,774.598815917969,456.202674663229,770.728278735106,,0,
1,7183,1,2023-04-06,Baseline,Woman,454.240417480469,766.694885253906,454.76650581239,767.143809589396,,0,
1,7184,1,2023-04-06,Baseline,Woman,451.453369140625,762.149475097656,453.321953262852,763.538829899723,,0,
1,7185,1,2023-04-06,Baseline,Woman,450.030792236328,759.640930175781,451.869183874713,759.910683483915,,0,
1,7186,1,2023-04-06,Baseline,Woman,447.774200439453,754.982238769531,450.408313201375,756.256741632121,,0,
1,7187,1,2023-04-06,Baseline,Woman,445.55126953125,748.568359375,448.939393217053,752.574420617973,,0,
1,7188,1,2023-04-06,Baseline,Woman,444.798278808594,740.753479003906,447.46240256881,748.861200198453,,0,
1,7189,1,2023-04-06,Baseline,Woman,444.130950927734,739.081665039063,445.977240067718,745.114644220178,,0,
1,7190,1,2023-04-06,Baseline,Woman,443.589996337891,739.661804199219,444.483721906704,741.332426594311,,0,
1,7191,1,2023-04-06,Baseline,Woman,442.861083984375,741.366516113281,442.981582138482,737.512365374707,,0,
1,7192,1,2023-04-06,Baseline,Woman,443.757843017578,747.022094726563,441.470475391266,733.652463578137,,0,
1,7193,1,2023-04-06,Baseline,Woman,441.488586425781,742.230407714844,439.949980743204,729.750951708221,,0,
1,7194,1,2023-04-06,Baseline,Woman,439.05859375,735.489135742188,438.419605241054,725.806324289467,,0,
1,7195,1,2023-04-06,Baseline,Woman,436.031463623047,731.263122558594,436.878785569214,721.817363107204,,0,
1,7196,1,2023-04-06,Baseline,Woman,435.224761962891,727.529479980469,435.326887865808,717.783145629202,,0,
1,7197,1,2023-04-06,Baseline,Woman,432.126007080078,714.183410644531,433.763206930967,713.7030406832,,0,
1,7198,1,2023-04-06,Baseline,Woman,429.988037109375,708.510620117188,432.186965792452,709.576692307074,,0,
1,7199,1,2023-04-06,Baseline,Woman,428.700592041016,704.549865722656,430.597316101152,705.403994519129,,0,
1,7200,1,2023-04-06,Baseline,Woman,427.023254394531,700.39306640625,428.993340247387,701.185063112766,,0,
1,7201,1,2023-04-06,Baseline,Woman,426.465484619141,699.566101074219,427.37405592531,696.920208224584,,0,
1,7202,1,2023-04-06,Baseline,Woman,423.264770507813,687.639343261719,425.738423154841,692.609908003195,,0,
1,7203,1,2023-04-06,Baseline,Woman,420.854522705078,681.579284667969,424.085353385549,688.254782213916,,0,
1,7204,1,2023-04-06,Baseline,Woman,420.064849853516,675.696899414063,422.413720532899,683.85556598876,,0,
1,7205,1,2023-04-06,Baseline,Woman,418.534881591797,666.818908691406,420.722374819036,679.413087888382,,0,
1,7206,1,2023-04-06,Baseline,Woman,419.538818359375,666.965454101563,419.010160096347,674.928256136931,,0,
1,7207,1,2023-04-06,Baseline,Woman,419.729553222656,664.515625,417.275934293263,670.402055840559,,0,
1,7208,1,2023-04-06,Baseline,Woman,419.460205078125,664.986572265625,415.518591772161,665.835558955859,,0,
1,7209,1,2023-04-06,Baseline,Woman,419.146423339844,668.975524902344,413.737085278791,661.229944877522,,0,
1,7210,1,2023-04-06,Baseline,Woman,418.205871582031,666.215881347656,411.930444997418,656.586527379266,,0,
1,7211,1,2023-04-06,Baseline,Woman,415.257080078125,673.975341796875,410.097792746023,651.906781505034,,0,
1,7212,1,2023-04-06,Baseline,Woman,411.504302978516,657.170471191406,408.238349679006,647.192362968966,,0,
1,7213,1,2023-04-06,Baseline,Woman,405.8369140625,644.471801757813,406.351436854241,642.445112409443,,0,
1,7214,1,2023-04-06,Baseline,Woman,401.538909912109,631.791809082031,404.436469670521,637.667039968864,,0,
1,7215,1,2023-04-06,Baseline,Woman,399.026062011719,628.041137695313,402.492948855408,632.860296277306,,0,
1,7216,1,2023-04-06,Baseline,Woman,396.68310546875,621.10400390625,400.520451656994,628.027140918806,,0,
1,7217,1,2023-04-06,Baseline,Woman,394.477020263672,615.842224121094,398.518626053102,623.169915386213,,0,
1,7218,1,2023-04-06,Baseline,Woman,392.615692138672,606.801879882813,396.487189179224,618.291022960941,,0,
1,7219,1,2023-04-06,Baseline,Woman,393.217468261719,608.28125,394.425930442616,613.392916615284,,0,
1,7220,1,2023-04-06,Baseline,Woman,392.455780029297,608.481872558594,392.334719510495,608.478097120808,,0,
1,7221,1,2023-04-06,Baseline,Woman,390.576751708984,602.486633300781,390.213518308436,603.549122088113,,0,
1,7222,1,2023-04-06,Baseline,Woman,389.731536865234,605.387756347656,388.062394922272,598.608621706807,,0,
1,7223,1,2023-04-06,Baseline,Woman,389.597534179688,611.300964355469,385.881537686144,593.659316388756,,0,
1,7224,1,2023-04-06,Baseline,Woman,388.29736328125,607.67626953125,383.671268493797,588.704032973702,,0,
1,7225,1,2023-04-06,Baseline,Woman,386.444213867188,603.78125,381.432053820522,583.745711633203,,0,
1,7226,1,2023-04-06,Baseline,Woman,381.923095703125,583.845703125,379.1645115083,578.787393936714,,0,
1,7227,1,2023-04-06,Baseline,Woman,380.035858154297,576.635925292969,376.869412001453,573.832187577647,,0,
1,7228,1,2023-04-06,Baseline,Woman,375.276947021484,564.560852050781,374.547674209149,568.883211314987,,0,
1,7229,1,2023-04-06,Baseline,Woman,372.953948974609,554.479431152344,372.200357140817,563.943529743326,,0,
1,7230,1,2023-04-06,Baseline,Woman,370.441375732422,543.69384765625,369.828648510464,559.016086105054,,0,
1,7231,1,2023-04-06,Baseline,Woman,368.905395507813,540.352111816406,367.43385168094,554.103639826345,,0,
1,7232,1,2023-04-06,Baseline,Woman,364.728607177734,542.694091796875,365.017371728816,549.208715958317,,0,
1,7233,1,2023-04-06,Baseline,Woman,361.829772949219,542.586730957031,362.580700444279,544.333571241688,,0,
1,7234,1,2023-04-06,Baseline,Woman,358.474609375,537.256286621094,360.125400322665,539.480175399796,,0,
1,7235,1,2023-04-06,Baseline,Woman,354.918304443359,527.101379394531,357.653088511835,534.650201236449,,0,
1,7236,1,2023-04-06,Baseline,Woman,351.565002441406,515.527954101563,355.165421821718,529.845018509129,,0,
1,7237,1,2023-04-06,Baseline,Woman,349.246063232422,511.704711914063,352.664083828689,525.065692044013,,0,
1,7238,1,2023-04-06,Baseline,Woman,350.282653808594,520.346801757813,350.150775288838,520.312989615982,,0,
1,7239,1,2023-04-06,Baseline,Woman,350.084716796875,520.053039550781,347.627208672729,515.587405119972,,0,
1,7240,1,2023-04-06,Baseline,Woman,348.693420410156,521.084350585938,345.095105880586,510.889194398253,,0,
1,7241,1,2023-04-06,Baseline,Woman,345.094116210938,515.35888671875,342.55619617253,506.218413792315,,0,
1,7242,1,2023-04-06,Baseline,Woman,341.308929443359,508.975006103516,340.012211430534,501.574952781099,,0,
1,7243,1,2023-04-06,Baseline,Woman,337.846771240234,505.418609619141,337.46487765741,496.958556126507,,0,
1,7244,1,2023-04-06,Baseline,Woman,333.878265380859,494.752471923828,334.915903398352,492.368834946024,,0,
1,7245,1,2023-04-06,Baseline,Woman,329.367095947266,484.373779296875,332.36696646087,487.805267785143,,0,
1,7246,1,2023-04-06,Baseline,Woman,325.691101074219,476.518249511719,329.819700319018,483.26719344788,,0,
1,7247,1,2023-04-06,Baseline,Woman,323.24755859375,473.292449951172,327.275681966157,478.753800803882,,0,
1,7248,1,2023-04-06,Baseline,Woman,321.056671142578,468.786041259766,324.736423214014,474.26412206105,,0,
1,7249,1,2023-04-06,Baseline,Woman,320.615844726563,466.772186279297,322.203366709382,469.797032948887,,0,
1,7250,1,2023-04-06,Baseline,Woman,319.494079589844,460.817047119141,319.677886847311,465.351260046819,,0,
1,7251,1,2023-04-06,Baseline,Woman,317.855590820313,456.82568359375,317.161294688972,460.925394113246,,0,
1,7252,1,2023-04-06,Baseline,Woman,316.293334960938,456.821075439453,314.654845051924,456.517908371993,,0,
1,7253,1,2023-04-06,Baseline,Woman,314.807739257813,455.687805175781,312.159743989537,452.127181796599,,0,
1,7254,1,2023-04-06,Baseline,Woman,312.747924804688,451.74365234375,309.677155392856,447.751526231172,,0,
1,7255,1,2023-04-06,Baseline,Woman,310.595703125,449.955993652344,307.208205549482,443.38921349048,,0,
1,7256,1,2023-04-06,Baseline,Woman,307.394927978516,448.351501464844,304.753984614413,439.038498936428,,0,
1,7257,1,2023-04-06,Baseline,Woman,303.856109619141,441.442840576172,302.31554432254,434.697639464513,,0,
1,7258,1,2023-04-06,Baseline,Woman,300.040374755859,432.904754638672,299.893891847222,430.364903330188,,0,
1,7259,1,2023-04-06,Baseline,Woman,296.616943359375,425.431793212891,297.489980507648,426.038570117831,,0,
1,7260,1,2023-04-06,Baseline,Woman,294.283721923828,415.7607421875,295.104698664899,421.716922887709,,0,
1,7261,1,2023-04-06,Baseline,Woman,288.715209960938,406.492126464844,292.738858321585,417.39823686057,,0,
