video,person_id,body_orientation,pedestrian_gender,pedestrian_direction,pedestrian_passes_wall_area,breach,transportation,innerside_of_pedestrian_group,outerside_of_pedestrian_group,pedestrian_group_size,lead_pedestrian,pedestrian_headphones,pedestrian_on_phone,motor_powered,entry_location,exit_location,pedestrian_group_id
2023-12-01,112,FaceToFace,Man,Right,0,0,Bike,,,1,1,0,0,0,bottom,top,
2023-12-01,113,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,114,FaceToFace,Man,Right,1,0,Walking,0,1,3,1,0,0,0,top,top,6
2023-12-01,115,FaceToFace,Man,Right,1,0,Walking,0,0,3,0,0,0,0,top,top,6
2023-12-01,116,FaceToFace,Woman,Right,1,0,Walking,1,0,2,0,0,0,0,top,top,7
2023-12-01,117,FaceToFace,Man,Right,1,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-01,118,FaceToFace,Woman,Right,1,0,Walking,0,1,2,1,0,0,0,top,top,7
2023-12-01,119,FaceToFace,Man,Right,1,1,Walking,,,1,1,1,1,0,top,top,
2023-12-01,120,FaceToFace,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,121,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,122,FaceToFace,Woman,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-01,123,FaceToFace,Man,Right,1,0,Walking,,,1,1,1,1,0,top,top,
2023-12-01,124,FaceToFace,Man,Right,1,0,Walking,1,0,3,0,0,0,0,top,top,6
2023-12-01,125,FaceToFace,Woman,Right,1,1,Walking,,,1,1,1,1,0,top,top,
2023-12-01,126,FaceToFace,Woman,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-01,127,FaceToFace,Woman,Right,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-01,128,FaceToFace,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,129,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,130,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,131,FaceToFace,Man,Left,1,1,Walking,1,0,3,1,0,0,0,top,top,8
2023-12-01,132,FaceToFace,Man,Left,1,0,Walking,0,1,3,0,0,0,0,top,top,8
2023-12-01,133,FaceToFace,Man,Left,1,0,Walking,0,0,3,0,0,0,0,top,top,8
2023-12-01,134,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,135,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,136,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-01,137,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,138,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,139,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,140,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-01,141,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-01,142,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,143,FaceToFace,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,144,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,145,FaceToFace,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,146,FaceToFace,Man,Left,0,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-01,147,FaceToFace,Man,Left,1,0,Walking,0,1,2,1,0,0,0,top,top,9
2023-12-01,148,FaceToFace,Man,Left,1,0,Walking,1,0,2,0,0,0,0,top,top,9
2023-12-01,149,FaceToFace,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-01,150,FaceToFace,Man,Right,0,0,Scooter,,,1,1,1,0,1,bottom,top,
2023-12-01,151,FaceToFace,Woman,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-01,152,FaceToFace,Man,Right,1,1,Walking,0,0,3,1,0,0,0,top,top,11
2023-12-01,153,FaceToFace,Man,Left,1,0,Walking,0,1,2,1,0,0,0,top,top,10
2023-12-01,154,FaceToFace,Man,Left,1,0,Walking,1,0,2,0,0,0,0,top,top,10
2023-12-01,155,FaceToFace,Man,Right,1,1,Walking,1,0,3,0,0,0,0,top,top,11
2023-12-01,156,FaceToFace,Man,Right,1,0,Walking,0,1,3,0,0,0,0,top,top,11
2023-12-01,157,FaceToFace,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-01,158,FaceToFace,Man,Right,0,0,Walking,,,1,1,1,1,0,bottom,top,
2023-12-01,159,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-01,160,FaceToFace,Man,Left,1,1,Walking,1,0,2,1,0,0,0,top,top,13
2023-12-01,161,FaceToFace,Man,Left,1,0,Walking,0,1,2,0,0,0,0,top,top,13
2023-12-01,162,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,163,FaceToFace,Man,Right,1,0,Bike,,,1,1,0,0,1,top,top,
2023-12-01,164,FaceToFace,Man,Left,0,0,Bike,,,1,1,0,0,0,top,bottom,
2023-12-01,165,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,166,FaceToFace,Man,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-01,167,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-01,168,FaceToFace,Man,Left,0,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-01,169,FaceToFace,Woman,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-01,170,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,171,FaceToFace,Man,Left,1,1,Scooter,,,1,1,0,0,1,top,top,
2023-12-01,172,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,173,FaceToFace,Man,Right,1,0,Skateboard,,,1,1,1,0,1,top,top,
2023-12-01,174,FaceToFace,Man,Left,1,0,Bike,,,1,1,0,0,0,top,top,
2023-12-01,175,FaceToFace,Man,Right,1,1,Skateboard,,,1,1,0,0,0,top,top,
2023-12-01,176,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,177,FaceToFace,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-01,178,FaceToFace,Man,Left,0,0,Bike,,,1,1,0,0,0,top,bottom,
2023-12-01,180,FaceToFace,Man,Right,1,0,Bike,,,1,1,0,0,0,bottom,top,
2023-12-01,181,FaceToFace,Man,Right,1,0,Bike,,,1,1,0,0,0,bottom,top,
2023-12-01,182,FaceToFace,Man,Left,0,0,Bike,,,1,1,0,0,0,top,bottom,
2023-12-01,183,FaceToFace,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-01,184,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-01,185,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,186,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-01,187,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-01,188,FaceToFace,Woman,Right,0,0,Walking,,,1,1,0,1,0,bottom,top,
2023-12-01,189,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,190,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,1,0,top,bottom,
2023-12-01,191,FaceToFace,Woman,Right,0,0,Skateboard,,,1,1,0,0,1,bottom,top,
2023-12-01,192,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-01,193,Baseline,Man,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-01,194,Baseline,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,195,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,196,Baseline,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-01,197,Baseline,Woman,Right,1,1,Walking,,,1,1,0,1,0,bottom,top,
2023-12-01,198,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,199,Baseline,Woman,Left,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-01,200,Baseline,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-01,201,Baseline,Woman,Left,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-01,202,Baseline,Woman,Right,1,1,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-06,0,Baseline,Man,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,1,Baseline,Woman,Left,0,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,2,Baseline,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,3,Baseline,Woman,Right,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,4,Baseline,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,5,Baseline,Woman,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,6,Baseline,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,7,Baseline,Man,Left,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,8,Baseline,Man,Right,1,0,Walking,,,,1,1,1,0,top,bottom,
2023-12-06,9,Baseline,Woman,Right,1,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,10,Baseline,Man,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,1
2023-12-06,11,Baseline,Woman,Left,1,1,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,12,Baseline,Man,Left,1,1,Walking,1,0,2,0,0,0,0,top,top,1
2023-12-06,13,Baseline,Woman,Right,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,14,Baseline,Woman,Left,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,15,Baseline,Woman,Right,1,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,16,Baseline,Man,Right,1,1,Walking,0,1,2,0,0,0,0,top,top,2
2023-12-06,17,Baseline,Man,Right,1,1,Walking,1,0,2,1,0,0,0,top,top,2
2023-12-06,18,Baseline,Man,Right,1,0,Scooter,,,,1,1,0,1,bottom,top,
2023-12-06,19,Baseline,Man,Right,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,20,Baseline,Man,Left,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,22,Baseline,Man,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,23,Baseline,Woman,Left,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,24,Baseline,Woman,Right,0,0,Walking,,,,1,0,1,0,bottom,bottom,
2023-12-06,25,Baseline,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,27,Baseline,Man,Right,0,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,28,Baseline,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,29,Baseline,Man,Right,1,1,Bike,,,,1,0,0,0,top,top,
2023-12-06,30,Baseline,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,31,Baseline,Man,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,32,Baseline,Man,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,33,Baseline,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,34,Baseline,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,35,Baseline,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,36,Baseline,Man,Right,1,1,Walking,,,,1,0,1,0,bottom,top,
2023-12-06,37,Baseline,Woman,Right,1,1,Walking,0,1,2,1,0,0,0,top,top,3
2023-12-06,38,Baseline,Woman,Right,1,1,Walking,1,0,2,0,0,0,0,top,top,3
2023-12-06,39,Baseline,Woman,Left,1,0,Walking,,,,1,1,0,0,bottom,top,
2023-12-06,40,Baseline,Woman,Right,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,41,Baseline,Woman,Right,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,42,Baseline,Man,Left,0,0,Bike,,,,1,1,0,0,top,bottom,
2023-12-06,43,Baseline,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,44,Baseline,Woman,Left,0,0,Walking,,,,1,1,0,0,top,bottom,
2023-12-06,45,Baseline,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,46,Baseline,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,47,Baseline,Woman,Right,0,0,Scooter,,,,1,1,0,1,bottom,top,
2023-12-06,48,BackToBack,Man,Left,1,0,Walking,,,,1,1,0,0,top,top,
2023-12-06,49,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,50,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,51,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,52,BackToBack,Woman,Right,1,1,Walking,,,,1,1,0,0,top,bottom,
2023-12-06,53,BackToBack,Woman,Left,1,0,Walking,1,0,2,0,0,0,0,top,top,4
2023-12-06,54,BackToBack,Woman,Left,1,0,Walking,0,1,2,1,0,0,0,top,top,4
2023-12-06,55,BackToBack,Woman,Right,1,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,56,BackToBack,Man,Right,1,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,57,BackToBack,Man,Left,1,1,Walking,0,1,3,1,0,0,0,top,top,5
2023-12-06,58,BackToBack,Woman,Left,1,1,Walking,0,0,3,0,0,0,0,top,top,5
2023-12-06,59,BackToBack,Woman,Left,1,1,Walking,1,0,3,0,0,0,0,top,top,5
2023-12-06,60,BackToBack,Woman,Right,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,61,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,62,BackToBack,Woman,Right,1,0,Walking,,,,1,1,1,0,top,bottom,
2023-12-06,63,BackToBack,Woman,Right,1,0,Walking,0,1,2,1,0,1,0,top,bottom,18
2023-12-06,64,BackToBack,Man,Right,1,0,Walking,1,0,2,1,0,0,0,top,bottom,18
2023-12-06,65,BackToBack,Man,Left,0,0,Scooter,,,,1,1,0,1,top,bottom,
2023-12-06,66,BackToBack,Man,Left,0,0,Scooter,,,,1,1,0,1,top,bottom,
2023-12-06,67,BackToBack,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,68,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,69,BackToBack,Woman,Right,0,0,Bike,,,,1,0,0,0,bottom,top,
2023-12-06,70,BackToBack,Woman,Left,1,1,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,71,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,72,BackToBack,Man,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,73,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,74,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,75,BackToBack,Woman,Left,1,1,Bike,,,,1,0,0,0,top,top,
2023-12-06,76,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,77,OffsetFacing,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,78,OffsetFacing,Woman,Left,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,79,OffsetFacing,Man,Left,1,1,Walking,1,0,2,1,0,0,0,top,top,6
2023-12-06,80,OffsetFacing,Woman,Left,1,1,Walking,0,1,2,0,0,0,0,top,top,6
2023-12-06,81,OffsetFacing,Man,Right,1,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,82,OffsetFacing,Woman,Right,0,0,Walking,,,,1,0,0,0,bottom,bottom,
2023-12-06,83,OffsetFacing,Woman,Left,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,84,OffsetFacing,Woman,Right,1,0,Walking,0,1,2,0,0,0,0,top,bottom,7
2023-12-06,85,OffsetFacing,Woman,Right,1,0,Walking,1,0,2,1,0,0,0,top,bottom,7
2023-12-06,86,OffsetFacing,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,87,OffsetFacing,Woman,Right,1,0,Walking,,,,1,1,1,0,top,top,
2023-12-06,88,OffsetFacing,Man,Left,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,89,OffsetFacing,Woman,Right,1,0,Walking,,,,1,1,0,0,top,top,
2023-12-06,90,FaceToFace,Man,Right,0,0,Skateboard,,,,1,0,0,1,bottom,top,
2023-12-06,91,FaceToFace,Man,Right,0,0,Bike,,,,1,0,0,0,bottom,top,
2023-12-06,92,FaceToFace,Woman,Left,1,0,Walking,,,,1,0,1,0,top,top,
2023-12-06,93,FaceToFace,Man,Right,1,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,94,FaceToFace,Woman,Right,0,0,Bike,,,,1,0,0,0,bottom,top,
2023-12-06,95,FaceToFace,Woman,Left,0,0,Walking,,,,1,1,0,0,top,bottom,
2023-12-06,96,FaceToFace,Woman,Right,1,0,Walking,,,,1,1,0,0,top,bottom,
2023-12-06,97,FaceToFace,Man,Right,1,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,98,FaceToFace,Man,Left,0,0,Scooter,,,,1,1,0,1,top,bottom,
2023-12-06,99,FaceToFace,Woman,Left,0,0,Walking,0,1,2,0,0,0,0,top,bottom,8
2023-12-06,100,FaceToFace,Woman,Left,0,0,Walking,1,0,2,1,0,0,0,top,bottom,8
2023-12-06,101,FaceToFace,Woman,Left,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,102,FaceToFace,Woman,Right,1,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,103,FaceToFace,Woman,Right,1,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,104,FaceToFace,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,105,FaceToFace,Woman,Left,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,106,FaceToFace,Woman,Right,1,0,Walking,,,,1,1,0,0,top,bottom,
2023-12-06,107,FaceToFace,Woman,Left,1,0,Walking,,,,1,0,1,0,top,top,
2023-12-06,108,FaceToFace,Man,Right,0,0,Scooter,1,0,2,1,0,0,1,bottom,top,19
2023-12-06,109,FaceToFace,Man,Right,0,0,Walking,0,1,2,0,0,0,0,bottom,top,19
2023-12-06,111,FaceToFace,Woman,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,113,FaceToFace,Woman,Right,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,114,FaceToFace,Man,Left,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,115,FaceToFace,Woman,Right,0,0,Bike,,,,1,0,0,0,bottom,top,
2023-12-06,116,FaceToFace,Woman,Left,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,117,FaceToFace,Man,Left,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,118,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,119,BackToBack,Man,Right,1,1,Walking,1,0,2,1,0,0,0,top,top,9
2023-12-06,120,BackToBack,Woman,Right,1,1,Walking,0,1,2,0,0,0,0,top,top,9
2023-12-06,121,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,122,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,123,BackToBack,Man,Right,1,0,Bike,,,,1,0,0,0,top,top,
2023-12-06,124,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,125,BackToBack,Woman,Right,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,126,BackToBack,Man,Left,1,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,127,BackToBack,Woman,Right,0,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,128,BackToBack,Woman,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,129,BackToBack,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,130,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,131,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,132,BackToBack,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,133,BackToBack,Woman,Left,0,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,134,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,135,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,136,BackToBack,Man,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,137,BackToBack,Woman,Left,1,0,Walking,,,,1,0,1,0,bottom,top,
2023-12-06,138,BackToBack,Man,Right,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,139,BackToBack,Woman,Right,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,140,BackToBack,Woman,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,141,BackToBack,Woman,Right,0,0,Walking,,,,1,0,1,0,bottom,top,
2023-12-06,142,BackToBack,Man,Left,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,144,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,145,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,146,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,147,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,148,BackToBack,Man,Left,0,0,Scooter,,,2,1,0,0,0,top,bottom,20
2023-12-06,149,BackToBack,Man,Left,0,0,Scooter,,,2,0,0,0,0,top,bottom,20
2023-12-06,150,BackToBack,Man,Right,0,0,Walking,,,,1,1,1,0,bottom,top,
2023-12-06,151,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,152,BackToBack,Woman,Left,0,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,153,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,154,BackToBack,Man,Left,0,0,Skateboard,,,,1,1,0,1,top,bottom,
2023-12-06,155,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,156,BackToBack,Woman,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,10
2023-12-06,157,BackToBack,Woman,Left,1,1,Walking,1,0,2,0,0,0,0,top,top,10
2023-12-06,158,BackToBack,Woman,Right,0,0,Bike,,,,1,1,0,1,bottom,top,
2023-12-06,160,BackToBack,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,161,BackToBack,Woman,Left,0,0,Walking,1,0,2,0,0,0,0,top,bottom,11
2023-12-06,162,BackToBack,Woman,Left,0,0,Walking,0,1,2,1,0,0,0,top,bottom,11
2023-12-06,163,BackToBack,Woman,Left,0,0,Walking,0,1,2,1,0,0,0,top,bottom,12
2023-12-06,164,BackToBack,Woman,Left,0,0,Walking,1,0,2,0,0,0,0,top,bottom,12
2023-12-06,165,BackToBack,Man,Right,1,1,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,166,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,167,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,168,BackToBack,Woman,Left,1,0,Walking,,,,1,0,1,0,top,top,
2023-12-06,169,BackToBack,Woman,Left,0,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,170,BackToBack,Man,Left,0,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,171,BackToBack,Woman,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,172,BackToBack,Man,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,173,BackToBack,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,174,BackToBack,Man,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,175,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,176,BackToBack,Woman,Left,0,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,177,BackToBack,Woman,Left,0,0,Walking,0,1,2,0,0,0,0,top,bottom,13
2023-12-06,178,BackToBack,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,179,BackToBack,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,180,BackToBack,Man,Left,0,0,Bike,,,,1,0,0,0,top,bottom,
2023-12-06,181,BackToBack,Man,Left,1,1,Walking,0,1,3,1,0,0,0,top,top,14
2023-12-06,182,BackToBack,Woman,Left,1,1,Walking,0,0,3,0,0,0,0,top,top,14
2023-12-06,183,BackToBack,Man,Left,1,0,Walking,1,0,2,1,0,0,0,top,top,13
2023-12-06,184,BackToBack,Woman,Left,1,1,Walking,1,0,3,0,0,0,0,top,top,14
2023-12-06,185,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,186,BackToBack,Woman,Left,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,187,BackToBack,Woman,Right,0,0,Walking,,,,1,0,1,0,bottom,top,
2023-12-06,188,BackToBack,Woman,Right,0,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,189,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,190,BackToBack,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,191,BackToBack,Woman,Right,0,0,Bike,,,,1,0,0,0,bottom,top,
2023-12-06,192,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,193,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,194,BackToBack,Woman,Left,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,195,BackToBack,Man,Right,1,1,Walking,0,1,2,0,0,0,0,top,top,15
2023-12-06,196,BackToBack,Man,Right,1,1,Walking,1,0,2,1,0,0,0,top,top,15
2023-12-06,197,BackToBack,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,198,BackToBack,Man,Left,0,0,Scooter,,,,1,1,0,1,top,bottom,
2023-12-06,199,BackToBack,Woman,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,200,BackToBack,Man,Right,1,0,Walking,,,,1,1,0,0,top,top,
2023-12-06,201,BackToBack,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,202,BackToBack,Woman,Right,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,203,BackToBack,Woman,Left,0,0,Walking,,,,1,0,1,0,top,bottom,
2023-12-06,204,BackToBack,Man,Right,0,0,Bike,,,,1,0,0,0,bottom,top,
