video,person_id,body_orientation,pedestrian_gender,pedestrian_direction,pedestrian_passes_wall_area,breach,transportation,innerside_of_pedestrian_group,outerside_of_pedestrian_group,pedestrian_group_size,lead_pedestrian,pedestrian_headphones,pedestrian_on_phone,motor_powered,entry_location,exit_location,pedestrian_group_id
2023-12-06,205,BackToBack,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,206,BackToBack,Man,Left,1,1,Walking,,,,1,1,1,0,top,top,
2023-12-06,207,BackToBack,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,208,BackToBack,Woman,Left,1,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,209,BackToBack,Woman,Left,1,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,210,BackToBack,Woman,Left,0,0,Bike,,,,1,0,0,0,top,bottom,
2023-12-06,211,BackToBack,Man,Right,0,0,Walking,,,,1,0,1,0,bottom,top,
2023-12-06,212,BackToBack,Woman,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,213,BackToBack,Man,Right,1,1,Bike,,,,1,0,0,0,bottom,top,
2023-12-06,214,BackToBack,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,215,BackToBack,Man,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,216,BackToBack,Woman,Right,1,0,Walking,,,,1,1,0,0,top,top,
2023-12-06,217,BackToBack,Woman,Right,1,0,Walking,,,,1,0,0,0,top,top,
2023-12-06,218,BackToBack,Man,Left,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,219,BackToBack,Woman,Right,1,1,Scooter,,,,1,0,0,1,top,top,
2023-12-06,220,BackToBack,Man,Right,1,1,Walking,,,,1,0,0,0,top,top,
2023-12-06,221,BackToBack,Man,Left,0,0,Walking,,,,1,0,0,0,top,bottom,
2023-12-06,222,BackToBack,Man,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,223,BackToBack,Man,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,224,BackToBack,Woman,Left,1,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,225,Baseline,Man,Right,0,0,Skateboard,,,,1,0,0,0,bottom,top,
2023-12-06,226,Baseline,Man,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,227,Baseline,Man,Right,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,228,Baseline,Woman,Left,0,0,Scooter,,,,1,0,0,1,top,bottom,
2023-12-06,229,Baseline,Woman,Right,0,0,Scooter,,,,1,0,0,1,bottom,top,
2023-12-06,230,Baseline,Man,Right,0,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,231,Baseline,Man,Left,1,1,Walking,,,,1,1,0,0,top,top,
2023-12-06,232,Baseline,Woman,Left,1,1,Walking,,,,1,0,1,0,top,top,
2023-12-06,233,Baseline,Man,Left,1,1,Walking,0,1,3,1,0,0,0,top,top,16
2023-12-06,234,Baseline,Man,Left,1,1,Walking,0,0,3,0,0,0,0,top,top,16
2023-12-06,235,Baseline,Woman,Left,1,1,Walking,1,0,3,0,0,0,0,top,top,16
2023-12-06,236,Baseline,Woman,Left,1,1,Walking,1,0,2,0,0,0,0,top,top,18
2023-12-06,237,Baseline,Woman,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,18
2023-12-06,238,Baseline,Woman,Left,1,1,Walking,0,1,3,1,0,0,0,top,top,17
2023-12-06,239,Baseline,Woman,Right,0,0,Walking,,,,1,0,0,0,bottom,top,
2023-12-06,240,Baseline,Woman,Left,1,1,Walking,0,0,3,0,0,0,0,top,top,17
2023-12-06,241,Baseline,Woman,Left,1,1,Walking,1,0,3,0,0,0,0,top,top,17
2023-12-07,0,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,1,Baseline,Woman,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,2,OffsetFacing,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,3,OffsetFacing,Woman,Right,1,0,Walking,0,1,2,1,0,0,0,top,top,1
2023-12-07,4,OffsetFacing,Woman,Right,1,0,Walking,1,0,2,0,0,0,0,top,top,1
2023-12-07,5,OffsetFacing,Man,Right,1,0,Walking,,,1,1,0,1,0,top,bottom,
2023-12-07,6,OffsetFacing,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,7,OffsetFacing,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,8,OffsetFacing,Man,Right,1,0,Skateboard,,,1,1,0,1,0,top,top,
2023-12-07,9,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,10,OffsetFacing,Man,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,11,OffsetFacing,Man,Left,1,0,Walking,,,1,1,1,0,0,bottom,top,
2023-12-07,12,OffsetFacing,Man,Right,0,0,Scooter,,,1,1,0,1,1,bottom,top,
2023-12-07,13,OffsetFacing,Man,Right,1,0,Walking,1,0,2,1,0,0,0,top,top,2
2023-12-07,14,OffsetFacing,Woman,Right,1,0,Walking,0,1,2,0,0,0,0,top,top,2
2023-12-07,15,OffsetFacing,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,16,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,17,OffsetFacing,Man,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,18,OffsetFacing,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,19,OffsetFacing,Woman,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,20,OffsetFacing,Woman,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,21,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,22,OffsetFacing,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,23,OffsetFacing,Woman,Right,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-07,24,OffsetFacing,Man,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,25,OffsetFacing,Man,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,26,OffsetFacing,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,27,OffsetFacing,Woman,Left,0,0,Walking,1,0,2,0,0,0,0,top,bottom,3
2023-12-07,28,OffsetFacing,Woman,Left,0,0,Walking,0,1,2,1,0,0,0,top,bottom,3
2023-12-07,29,OffsetFacing,Man,Left,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-07,30,OffsetFacing,Man,Left,1,1,Walking,0,1,2,0,0,0,0,top,top,4
2023-12-07,31,OffsetFacing,Man,Left,1,1,Walking,1,0,2,1,0,0,0,top,top,4
2023-12-07,32,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,33,OffsetFacing,Woman,Right,1,0,Walking,0,1,2,0,0,0,0,top,bottom,5
2023-12-07,34,OffsetFacing,Man,Right,1,0,Walking,1,0,2,1,0,0,0,top,bottom,5
2023-12-07,35,OffsetFacing,Man,Left,0,0,Walking,0,1,2,1,0,0,0,top,bottom,6
2023-12-07,36,OffsetFacing,Woman,Left,0,0,Walking,1,0,2,1,0,0,0,top,bottom,6
2023-12-07,37,OffsetFacing,Woman,Right,0,0,Walking,,,1,1,1,0,0,bottom,top,
2023-12-07,38,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,39,OffsetFacing,Man,Left,0,0,Scooter,,,1,1,1,0,1,top,bottom,
2023-12-07,40,OffsetFacing,Man,Left,0,0,Walking,,,1,1,1,0,0,top,bottom,
2023-12-07,41,OffsetFacing,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,42,OffsetFacing,Man,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,43,OffsetFacing,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,44,OffsetFacing,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,45,OffsetFacing,Woman,Left,1,1,Scooter,,,1,1,0,0,1,top,top,
2023-12-07,46,FaceToFace,Woman,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,47,FaceToFace,Man,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,48,OffsetFacing,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,49,OffsetFacing,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,50,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,1,1,0,top,top,
2023-12-07,51,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,52,OffsetFacing,Woman,Right,1,0,Walking,1,0,3,0,0,0,0,top,top,7
2023-12-07,53,OffsetFacing,Woman,Right,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-07,54,OffsetFacing,Man,Right,1,0,Walking,0,1,3,0,0,0,0,top,top,7
2023-12-07,55,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,56,OffsetFacing,Woman,Right,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-07,57,OffsetFacing,Woman,Left,0,0,Walking,,,1,1,1,0,0,top,bottom,
2023-12-07,58,OffsetFacing,Woman,Right,1,0,Walking,0,0,3,1,0,0,0,top,top,7
2023-12-07,59,OffsetFacing,Woman,Right,0,0,Scooter,,,1,1,1,0,1,bottom,top,
2023-12-07,60,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,61,OffsetFacing,Woman,Right,1,0,Walking,,,1,1,1,1,0,top,bottom,
2023-12-07,62,OffsetFacing,Man,Right,1,1,Walking,1,0,2,1,0,1,0,top,top,8
2023-12-07,63,OffsetFacing,Man,Right,1,1,Walking,0,1,2,0,0,0,0,top,top,8
2023-12-07,64,OffsetFacing,Man,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,65,OffsetFacing,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,66,OffsetFacing,Woman,Left,1,1,Walking,0,1,2,0,0,0,0,top,top,9
2023-12-07,67,OffsetFacing,Woman,Left,1,1,Walking,1,0,2,1,0,0,0,top,top,9
2023-12-07,68,OffsetFacing,Man,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,10
2023-12-07,69,OffsetFacing,Man,Left,1,1,Walking,1,0,2,0,0,0,0,top,top,10
2023-12-07,70,FaceToFace,Woman,Right,0,0,Walking,1,0,2,1,0,0,0,bottom,top,11
2023-12-07,71,FaceToFace,Woman,Right,0,0,Walking,0,1,2,0,0,0,0,bottom,top,11
2023-12-07,72,FaceToFace,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,73,FaceToFace,Man,Left,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-07,74,FaceToFace,Woman,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,76,FaceToFace,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,77,FaceToFace,Man,Left,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-07,78,FaceToFace,Woman,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,79,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,80,FaceToFace,Man,Right,1,0,Walking,1,0,2,1,0,0,0,top,bottom,12
2023-12-07,81,FaceToFace,Man,Right,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-07,82,FaceToFace,Man,Right,1,0,Walking,1,0,2,1,0,0,0,top,bottom,25
2023-12-07,83,FaceToFace,Woman,Right,1,0,Walking,0,1,2,0,0,0,0,top,bottom,25
2023-12-07,84,FaceToFace,Woman,Right,1,0,Walking,0,1,2,0,0,0,0,top,bottom,12
2023-12-07,85,FaceToFace,Woman,Right,0,0,Walking,,,1,1,0,1,0,bottom,top,
2023-12-07,86,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,87,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,88,FaceToFace,Woman,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,89,FaceToFace,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,90,FaceToFace,Man,Left,0,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,91,FaceToFace,Woman,Right,0,0,Walking,,,1,1,1,0,0,bottom,top,
2023-12-07,92,FaceToFace,Man,Right,0,0,Bike,,,1,1,0,0,0,bottom,top,
2023-12-07,93,FaceToFace,Woman,Right,0,0,Walking,,,1,1,0,1,0,bottom,top,
2023-12-07,94,FaceToFace,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,95,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,96,FaceToFace,Woman,Right,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-07,97,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,98,FaceToFace,Woman,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,99,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,100,FaceToFace,Woman,Left,1,0,Walking,1,0,2,0,0,0,0,top,top,26
2023-12-07,101,FaceToFace,Woman,Left,1,0,Walking,0,1,2,1,0,0,0,top,top,26
2023-12-07,102,FaceToFace,Woman,Left,1,0,Walking,1,0,2,0,0,0,0,top,top,27
2023-12-07,103,FaceToFace,Woman,Left,1,0,Walking,0,1,2,1,0,0,0,top,top,27
2023-12-07,104,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,105,FaceToFace,Man,Left,1,0,Walking,0,0,3,0,0,0,0,top,top,28
2023-12-07,106,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,107,FaceToFace,Woman,Left,1,0,Walking,0,1,3,1,0,0,0,top,top,28
2023-12-07,108,FaceToFace,Man,Left,1,0,Walking,1,0,3,0,0,0,0,top,top,28
2023-12-07,110,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,111,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,112,FaceToFace,Man,Left,1,0,Walking,0,1,3,1,0,0,0,top,top,29
2023-12-07,113,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-07,114,FaceToFace,Woman,Left,1,0,Walking,0,0,3,0,1,0,0,top,top,29
2023-12-07,115,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,116,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,117,FaceToFace,Woman,Left,1,0,Walking,1,0,2,1,0,0,0,top,top,33
2023-12-07,118,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,119,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,120,FaceToFace,Woman,Left,1,0,Walking,1,0,3,0,0,0,0,top,top,29
2023-12-07,121,FaceToFace,Woman,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,32
2023-12-07,122,FaceToFace,Woman,Left,1,0,Walking,0,1,2,0,0,0,0,top,top,33
2023-12-07,123,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,124,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,125,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,126,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,127,FaceToFace,Man,Left,1,1,Walking,1,0,2,1,0,0,0,top,top,32
2023-12-07,128,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,129,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,130,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,131,FaceToFace,Woman,Left,1,1,Walking,0,1,2,0,0,0,0,top,top,31
2023-12-07,132,FaceToFace,Man,Left,1,1,Walking,1,0,2,1,0,0,0,top,top,31
2023-12-07,133,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,134,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,135,FaceToFace,Woman,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,30
2023-12-07,136,FaceToFace,Man,Left,1,1,Walking,1,0,2,0,0,0,0,top,top,30
2023-12-07,137,FaceToFace,Man,Right,0,0,Skateboard,,,1,1,0,0,1,bottom,top,
2023-12-07,138,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,139,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,140,FaceToFace,Man,Left,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-07,141,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,142,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,143,FaceToFace,Man,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,144,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,145,FaceToFace,Man,Left,1,0,Scooter,,,1,1,0,0,1,top,top,
2023-12-07,146,FaceToFace,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,147,FaceToFace,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,148,FaceToFace,Woman,Left,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-07,149,FaceToFace,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,150,FaceToFace,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,151,FaceToFace,Man,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,152,FaceToFace,Woman,Right,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-07,153,FaceToFace,Woman,Right,1,0,Walking,,,1,0,0,0,0,top,bottom,
2023-12-07,154,FaceToFace,Woman,Left,1,0,Walking,,,1,1,1,0,0,top,bottom,
2023-12-07,155,FaceToFace,Man,Left,1,0,Walking,0,1,2,1,0,0,0,top,top,14
2023-12-07,156,FaceToFace,Woman,Left,1,0,Walking,1,0,2,0,0,0,0,top,top,14
2023-12-07,157,BackToBack,Woman,Left,0,0,Bike,,,1,1,0,0,0,top,bottom,
2023-12-07,158,BackToBack,Man,Left,0,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,159,BackToBack,Woman,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,160,BackToBack,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,161,BackToBack,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,162,BackToBack,Man,Right,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-07,163,BackToBack,Woman,Left,0,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,164,BackToBack,Woman,Right,0,0,Walking,,,1,1,0,1,0,bottom,top,
2023-12-07,165,BackToBack,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,166,BackToBack,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,167,BackToBack,Man,Right,0,0,Scooter,,,1,1,1,0,1,bottom,top,
2023-12-07,168,BackToBack,Woman,Right,0,0,Bike,,,1,1,0,0,0,bottom,top,
2023-12-07,169,BackToBack,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-07,170,OffsetFacing,Man,Right,1,0,Walking,,,1,1,1,1,0,top,top,
2023-12-07,171,OffsetFacing,Woman,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,172,OffsetFacing,Woman,Right,1,1,Walking,,,1,1,1,1,0,top,top,
2023-12-07,173,OffsetFacing,Woman,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,174,OffsetFacing,Man,Right,0,0,Bike,,,1,1,0,0,0,bottom,top,
2023-12-07,175,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,176,OffsetFacing,Woman,Right,1,0,Bike,,,1,1,0,0,0,top,top,
2023-12-07,177,OffsetFacing,Woman,Right,1,0,Walking,,,1,1,1,0,0,top,top,
2023-12-07,178,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,179,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,180,OffsetFacing,Man,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,181,OffsetFacing,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,182,OffsetFacing,Woman,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,183,OffsetFacing,Man,Left,0,0,Scooter,,,1,1,1,0,1,top,bottom,
2023-12-07,184,OffsetFacing,Woman,Left,1,0,Walking,1,0,2,1,0,0,0,top,top,15
2023-12-07,185,OffsetFacing,Woman,Left,1,0,Walking,0,1,2,0,0,0,0,top,top,15
2023-12-07,186,OffsetFacing,Woman,Left,0,0,Walking,1,0,2,1,0,0,0,top,bottom,16
2023-12-07,187,OffsetFacing,Woman,Left,0,0,Walking,0,1,2,0,0,0,0,top,bottom,16
2023-12-07,188,OffsetFacing,Man,Left,0,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,189,OffsetFacing,Man,Left,1,0,Scooter,,,1,1,0,0,1,top,top,
2023-12-07,190,OffsetFacing,Man,Left,1,1,Bike,,,1,1,0,0,0,top,top,
2023-12-07,191,OffsetFacing,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,192,OffsetFacing,Woman,Right,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-07,193,OffsetFacing,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,194,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,195,OffsetFacing,Man,Left,1,0,Walking,1,0,3,0,0,0,0,top,top,17
2023-12-07,196,OffsetFacing,Man,Left,1,0,Walking,0,0,3,0,0,0,0,top,top,17
2023-12-07,197,OffsetFacing,Woman,Left,1,0,Walking,0,1,3,1,0,0,0,top,top,17
2023-12-07,198,OffsetFacing,Man,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-07,199,OffsetFacing,Woman,Left,0,0,Walking,0,1,2,1,0,0,0,top,top,24
2023-12-07,200,OffsetFacing,Man,Left,0,0,Walking,1,0,2,0,0,0,0,top,top,24
2023-12-07,201,OffsetFacing,Man,Left,1,1,Walking,0,1,2,0,0,0,0,top,top,18
2023-12-07,202,OffsetFacing,Woman,Left,1,1,Walking,1,0,2,1,0,0,0,top,top,18
2023-12-07,203,OffsetFacing,Man,Left,0,0,Walking,,,1,1,1,0,0,top,bottom,
2023-12-07,204,OffsetFacing,Woman,Right,1,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-07,205,OffsetFacing,Woman,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,206,OffsetFacing,Man,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-07,207,Baseline,Man,Right,1,0,Walking,1,0,2,0,0,0,0,top,top,19
2023-12-07,208,Baseline,Man,Right,1,0,Walking,0,1,2,1,0,0,0,top,top,19
2023-12-07,209,Baseline,Man,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,20
2023-12-07,210,Baseline,Woman,Left,1,1,Walking,1,0,2,0,0,0,0,top,top,20
2023-12-07,211,Baseline,Woman,Right,1,0,Walking,,,1,1,0,1,0,bottom,top,
2023-12-07,212,Baseline,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,213,Baseline,Man,Right,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-07,214,Baseline,Man,Left,1,1,Scooter,,,1,1,1,0,1,top,bottom,
2023-12-07,215,Baseline,Man,Left,1,0,Bike,,,1,1,0,0,0,top,bottom,
2023-12-07,216,Baseline,Woman,Left,0,0,Walking,,,1,1,0,0,0,bottom,bottom,
2023-12-07,217,Baseline,Woman,Left,1,1,Walking,,,1,1,1,1,0,top,top,
2023-12-07,218,Baseline,Woman,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,219,Baseline,Woman,Left,1,1,Walking,,,1,1,1,1,0,top,top,
2023-12-07,220,Baseline,Woman,Right,0,0,Walking,0,1,2,0,0,0,0,bottom,top,21
2023-12-07,221,Baseline,Woman,Right,0,0,Walking,1,0,2,1,0,0,0,bottom,top,21
2023-12-07,222,Baseline,Woman,Left,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-07,223,Baseline,Woman,Right,0,0,Walking,1,0,3,1,0,0,0,bottom,top,22
2023-12-07,224,Baseline,Woman,Right,0,0,Walking,0,0,3,0,0,0,0,bottom,top,22
2023-12-07,225,Baseline,Man,Right,0,0,Walking,0,1,3,0,0,0,0,bottom,top,22
2023-12-07,226,Baseline,Man,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,227,Baseline,Man,Left,1,1,Bike,,,1,1,0,0,0,top,top,
2023-12-07,228,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,229,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,230,Baseline,Man,Right,1,1,Walking,1,0,2,0,0,0,0,top,top,23
2023-12-07,231,Baseline,Woman,Right,1,1,Walking,0,1,2,1,0,0,0,top,top,23
2023-12-07,232,Baseline,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-07,233,Baseline,Man,Left,0,0,Scooter,,,1,1,0,0,1,top,bottom,
2023-12-07,234,Baseline,Woman,Right,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-07,235,Baseline,Man,Right,1,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-07,236,Baseline,Man,Left,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-08,0,Baseline,Woman,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-08,1,Baseline,Woman,Right,1,1,Walking,,,1,1,0,1,0,top,bottom,
2023-12-08,2,Baseline,Woman,Right,1,1,Walking,,,1,1,0,1,0,top,bottom,
2023-12-08,3,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,4,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,5,Baseline,Woman,Right,1,1,Walking,0,1,2,0,0,0,0,top,top,1
2023-12-08,6,Baseline,Woman,Right,1,1,Walking,1,0,2,1,0,0,0,top,top,1
2023-12-08,7,Baseline,Woman,Right,1,1,Walking,0,1,2,0,0,0,0,top,top,2
2023-12-08,8,Baseline,Woman,Right,1,1,Walking,1,0,2,1,0,0,0,top,top,2
2023-12-08,9,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,bottom,top,
