breach,type_of_interaction,gaze,talk,distance,pedestrian_gender,actor_gender,transportation,pedestrian_group_size,location,date,coder_id,enter,exit,outcome,group_lead_pedestrian
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,0:01:23,0:01:30,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,0:01:53,0:01:56,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,W,Bike,1,Bookstore,2018-11-01,3,0:00:59,0:01:00,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,0:01:44,0:01:49,Diverge,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,W,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,W,Skateboard,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Skateboard,1,Bookstore,2018-11-01,3,0:00:34,0:00:35,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,0:00:38,0:00:39,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,0:00:53,0:00:57,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,0:00:53,0:00:57,Diverge,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,0:01:32,0:01:35,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,0:01:32,0:01:35,Diverge,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,0:01:51,0:01:57,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-01,3,0:00:07,0:00:15,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-01,3,0:00:07,0:00:15,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-01,3,0:00:07,0:00:15,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,0:00:12,0:00:19,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,0:00:12,0:00:19,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,0:00:27,0:00:30,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,0:00:40,0:00:45,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,0:00:44,0:00:49,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Other,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,0:01:43,0:01:49,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,0:01:43,0:01:49,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,0:00:02,0:00:04,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Other,1,Bookstore,2018-11-01,3,0:01:41,0:01:42,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,0:01:43,0:01:49,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,0:01:57,0:01:59,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Skateboard,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Break,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,0:01:00,0:01:01,Diverge,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Skateboard,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Other,1,Bookstore,2018-11-01,3,0:00:09,0:00:13,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,0:00:33,0:00:38,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,0:00:33,0:00:36,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,3,Bookstore,2018-11-01,3,0:01:25,0:01:31,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,3,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Other/Uncertain,W,Walking,3,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,0:00:42,0:00:44,Diverge,TRUE
1,Sign,TRUE,FALSE,10 ft,Other/Uncertain,W,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-01,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-01,3,"","",Break,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Other/Uncertain,M,Other,,Bookstore,2018-11-01,3,"","","",FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,0:01:37,0:01:43,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,2,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,0:00:12,0:00:17,Diverge,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Other/Uncertain,M,Other,,Bookstore,2018-11-01,3,"","","",FALSE
0,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-01,3,0:00:07,0:00:08,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Skateboard,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-01,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,0:01:43,0:01:47,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Other,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Bike,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Bike,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,0:01:25,0:01:29,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
1,Sign,TRUE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
