breach,type_of_interaction,gaze,talk,distance,pedestrian_gender,actor_gender,transportation,pedestrian_group_size,location,date,coder_id,enter,exit,outcome,group_lead_pedestrian
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,0:01:08,0:01:10,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
1,Sign,TRUE,FALSE,10 ft,Woman,W,Bike,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,0:01:35,0:01:38,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,0:01:51,0:01:56,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,0:01:51,0:01:56,Diverge,FALSE
1,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Skateboard,1,Bookstore,2018-11-06,3,0:01:17,0:01:18,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,0:00:28,0:00:30,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
1,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,0:00:24,0:00:30,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,0:00:55,0:00:58,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,0:01:13,0:01:16,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,0:01:28,0:01:34,Diverge,TRUE
1,Sign,FALSE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,5 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,0:00:46,0:00:52,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,0:00:46,0:00:52,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Skateboard,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,0:01:17,0:01:19,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Skateboard,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Skateboard,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,0:00:21,0:00:29,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,0:01:05,0:01:13,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,0:01:32,0:01:34,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,0:00:36,0:00:40,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,0:00:46,0:00:50,Diverge,TRUE
1,Sign,FALSE,FALSE,5 ft,Man,W,Walking,3,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,3,Bookstore,2018-11-06,3,0:00:53,0:00:55,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,3,Bookstore,2018-11-06,3,0:00:53,0:00:55,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,0:01:04,0:01:09,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,0:01:04,0:01:09,Diverge,FALSE
1,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,0:00:41,0:00:45,Diverge,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Man,W,Other,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Bike,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,W,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,4,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,4,Bookstore,2018-11-06,3,"","",Break,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,4,Bookstore,2018-11-06,3,"","",Break,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,4,Bookstore,2018-11-06,3,"","",Break,FALSE
1,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,1,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,0:00:47,0:00:55,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,3,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,0:00:39,0:00:49,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,3,Bookstore,2018-11-06,3,0:00:35,0:00:40,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,3,Bookstore,2018-11-06,3,0:00:35,0:00:40,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,3,Bookstore,2018-11-06,3,0:00:35,0:00:40,Diverge,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
1,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,M,Bike,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,0:01:20,0:01:30,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,0:01:31,0:01:40,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,0:01:50,0:01:57,Diverge,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,0:00:07,0:00:10,Diverge,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,0:00:47,0:00:54,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,0:01:41,0:01:49,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Bike,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,4,Bookstore,2018-11-06,3,0:01:24,0:01:27,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,4,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,4,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,4,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,Bookstore,2018-11-06,3,0:01:27,0:01:32,Diverge,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,2,Bookstore,2018-11-06,3,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Other,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,PC,2018-12-14,7,0:01:28,0:01:33,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,1,PC,2018-12-14,7,0:00:36,0:00:41,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,2,PC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,3,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,3,PC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,3,PC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Other,1,PC,2018-12-14,7,0:00:27,0:00:28,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,3,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,3,PC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,3,PC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Other/Uncertain,M,Other,,PC,2018-12-14,7,"","","",FALSE
0,Sign,TRUE,FALSE,10 ft,Man,M,Walking,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Other,1,PC,2018-12-14,7,0:01:36,0:01:39,Diverge,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,2,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,10 ft,Woman,M,Walking,2,PC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,PC,2018-12-14,7,0:00:44,0:00:52,Diverge,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Walking,1,PC,2018-12-14,7,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,PC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
1,Sign,FALSE,FALSE,10 ft,Man,M,Bike,1,PC,2018-12-14,7,"","",Break,TRUE
0,Sign,FALSE,FALSE,10 ft,Woman,M,Walking,1,PC,2018-12-14,7,0:01:53,0:01:57,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,2,RIMAC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,2,RIMAC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,RIMAC,2018-12-14,7,0:00:38,0:00:46,Diverge,TRUE
0,Sign,FALSE,FALSE,5 ft,Other/Uncertain,W,Other,,RIMAC,2018-12-14,7,"","","",FALSE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2018-12-14,7,0:00:52,0:01:01,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,1,RIMAC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Woman,W,Walking,2,RIMAC,2018-12-14,7,"","",Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Man,W,Walking,2,RIMAC,2018-12-14,7,"","",Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,RIMAC,2019-01-18,7,0:00:03,0:00:07,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2019-01-18,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,RIMAC,2019-01-18,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2019-01-18,7,0:00:07,0:00:13,Diverge,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2019-01-18,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,RIMAC,2019-01-18,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2019-01-18,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Man,W,Bike,1,RIMAC,2019-01-18,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,RIMAC,2019-01-18,7,"","",Within Bounds No Divergence,TRUE
0,Sign,TRUE,FALSE,5 ft,Woman,W,Walking,1,RIMAC,2019-01-18,7,0:01:41,0:01:48,Within Bounds No Divergence,TRUE
0,Sign,FALSE,FALSE,5 ft,Other/Uncertain,W,Other,,RIMAC,2018-08-21,4,"","","",FALSE
0,Sign,TRUE,FALSE,5 ft,Man,W,Walking,1,RIMAC,2018-08-21,4,0:00:46,0:00:49,Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,10 ft,Man,W,Walking,1,RIMAC,2018-08-21,4,0:01:19,0:01:21,Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,RIMAC,2018-08-21,4,0:00:09,0:00:11,Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,RIMAC,2018-08-21,4,0:00:09,0:00:11,Within Bounds No Divergence,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,RIMAC,2018-08-21,4,"","",Break,FALSE
1,Sign,FALSE,FALSE,10 ft,Man,W,Walking,1,RIMAC,2018-08-21,4,"","",Break,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,RIMAC,2018-08-21,4,0:01:53,0:01:55,Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,10 ft,Woman,W,Walking,2,RIMAC,2018-08-21,4,0:01:53,0:01:55,Within Bounds No Divergence,FALSE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,2,RIMAC,2018-08-21,4,0:00:58,0:01:01,Diverge,FALSE
0,Sign,TRUE,FALSE,5 ft,Man,M,Walking,2,RIMAC,2018-08-21,4,0:00:58,0:01:01,Diverge,FALSE
0,Sign,TRUE,FALSE,5 ft,Woman,M,Walking,1,RIMAC,2018-08-21,4,0:01:19,0:01:21,Diverge,FALSE
0,Sign,TRUE,FALSE,5 ft,Other/Uncertain,M,Other,,RIMAC,2018-08-21,4,"","","",FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,RIMAC,2018-08-21,4,0:01:22,0:01:25,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,RIMAC,2018-08-21,4,0:01:26,0:01:29,Within Bounds No Divergence,FALSE
0,Sign,FALSE,FALSE,5 ft,Man,M,Walking,1,RIMAC,2018-08-21,4,0:01:17,0:01:20,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,RIMAC,2018-08-21,4,0:01:29,0:01:33,Diverge,FALSE
0,Sign,FALSE,FALSE,5 ft,Woman,M,Walking,1,RIMAC,2018-08-21,4,0:01:56,0:01:58,Within Bounds No Divergence,FALSE
